week,BASIS
1,59.26800000000003
2,31.715999999999894
3,34.602400000000124
4,57.077999999999975
5,16.171199999999864
6,27.069999999999983
7,21.952599999999894
8,16.796000000000003
9,13.745400000000064
10,20.950499999999693
11,15.147400000000108
12,16.03159999999998
13,0.7090000000001055
14,-4.813399999999911
15,2.065599999999904
16,-1.3849999999999454
17,3.046399999999994
18,-0.36459999999988213
19,16.947199999999885
20,10.939800000000014
21,9.83239999999987
22,14.804199999999764
23,10.22400000000007
24,18.548000000000002
25,11.669499999999971
26,9.966999999999643
27,13.195799999999963
28,58.709400000000095
29,91.4576
30,54.566000000000074
31,38.632200000000104
32,47.85100000000002
33,14.78060000000005
34,15.465199999999914
35,8.133200000000034
36,29.41899999999996
37,35.12379999999994
38,27.274200000000018
39,7.79725000000019
40,10.28159999999998
41,2.6763999999999215
42,11.816399999999977
43,5.70450000000028
44,-1.956000000000131
45,18.695199999999932
46,12.363999999999852
47,7.413199999999961
48,10.547999999999865
49,9.18779999999997
50,11.071600000000036
51,10.750600000000123
52,2.985333333333377
53,7.49340000000002
54,8.456600000000071
55,17.61279999999988
56,1.2817499999999882
57,-2.832200000000012
58,7.458999999999923
59,10.753000000000066
60,3.5022000000000846
61,-4.783750000000055
62,-0.1522000000000844
63,1.3100000000001273
64,1.8744000000000596
65,4.028999999999996
66,2.0415999999999257
67,9.63680000000004
68,3.442399999999725
69,4.780000000000018
70,1.1408000000000356
71,-4.91899999999996
72,2.468199999999979
73,-1.8627999999997882
74,4.118000000000029
75,0.7427500000000009
76,-0.8184000000000197
77,4.37520000000004
78,
79,-0.4434000000001106
80,3.7099999999999453
81,3.9518000000000937
82,6.944400000000042
83,5.999599999999918
84,7.259400000000096
85,4.0677999999999885
86,3.6932000000000698
87,7.996799999999984
88,12.756600000000072
89,11.743399999999928
90,12.006399999999939
91,9.486999999999776
92,11.94399999999987
93,16.82500000000018
94,
95,6.9795999999999365
96,3.2865999999999076
97,5.2289999999999965
98,5.298400000000129
99,8.988400000000002
100,6.1503999999999905
101,4.830600000000049
102,11.132399999999961
103,13.738800000000083
104,-0.3309999999999036
105,2.387999999999829
106,8.014000000000033
107,7.292400000000089
108,2.6386666666667224
109,-0.7878000000000611
110,-8.534600000000045
111,-14.797600000000148
112,-6.368199999999888
113,-9.636399999999957
114,-9.230799999999908
115,-3.607249999999908
116,9.166200000000027
117,5.027600000000075
118,7.454399999999987
119,13.711199999999916
120,14.739599999999882
121,19.922999999999956
122,4.373999999999887
123,16.578400000000055
124,15.769400000000042
125,13.946600000000036
126,13.989399999999932
127,9.794000000000143
128,11.3612000000001
129,11.523199999999814
130,
131,5.521599999999944
132,9.126200000000154
133,11.241199999999935
134,4.557199999999921
135,2.2959999999999128
136,1.307800000000043
137,5.323199999999997
138,6.652999999999975
139,5.048000000000139
140,5.837400000000071
141,14.890599999999996
142,11.865200000000005
143,11.919499999999744
144,4.9919999999999165
145,10.866000000000076
146,8.023799999999847
147,4.790800000000127
148,13.171600000000035
149,
150,9.50699999999988
151,-1.4390000000000327
152,-1.1860000000000581
153,-2.563799999999901
154,4.46800000000012
155,-1.3724000000001069
156,1.4916666666666363
157,-5.4851999999999865
158,-3.39220000000023
159,-3.50019999999995
160,-8.275499999999965
161,-5.629799999999887
162,-21.597600000000057
163,-13.674200000000019
164,-13.651200000000063
165,-3.246599999999944
166,-18.754000000000133
167,-13.961799999999858
168,-42.10039999999999
169,-54.51139999999996
170,-18.882800000000042
171,-16.077399999999944
172,-26.735199999999804
173,-14.001200000000063
174,-11.757000000000062
175,-2.8923999999999976
176,-0.6289999999999963
177,-3.714799999999923
178,-1.4524000000001251
179,-1.189799999999923
180,6.259333333333264
181,3.3565999999999803
182,0.5630000000001019
183,-0.30475000000001273
184,-4.802799999999934
185,-1.514800000000014
186,-1.6311999999999898
187,2.1023999999999434
188,-2.408000000000084
189,1.7865999999999076
190,8.039999999999873
191,12.161799999999948
192,7.517799999999989
193,9.825799999999981
194,20.885600000000068
195,15.289750000000026
196,3.27579999999989
197,7.640399999999954
198,13.366800000000058
199,7.748750000000086
200,2.1169999999997344
201,-7.174199999999928
202,-2.1749999999999092
203,-9.18040000000019
204,-17.76220000000003
205,-28.230199999999876
206,-12.721199999999863
207,-18.702599999999983
208,-3.2453999999998815
209,5.009249999999952
210,2.943200000000161
211,-5.602200000000084
212,-0.2326666666666218
213,-1.5441999999999099
214,-7.86279999999997
215,-14.100200000000223
216,-3.767200000000048
217,-5.977500000000077
218,-4.273400000000128
219,0.3591999999999643
220,-10.447200000000066
221,-10.366200000000209
222,-12.545600000000196
223,-7.722799999999916
224,-0.9789999999999963
225,11.414000000000033
226,4.523000000000048
227,5.983599999999933
228,1.3844000000000052
229,11.93700000000008
230,8.060399999999845
231,4.182749999999828
232,4.689000000000033
233,14.477599999999985
234,4.8064999999999145
235,0.4243333333333794
236,-1.6617999999998574
237,6.122999999999957
238,8.616200000000026
239,2.722400000000016
240,-6.420600000000013
241,8.621199999999954
242,20.810800000000107
243,35.93259999999991
244,33.16420000000007
245,86.13559999999998
246,20.87039999999997
247,34.5619999999999
248,9.80559999999996
249,30.578799999999866
250,-4.96140000000014
251,4.67460000000001
252,14.33219999999992
253,16.542000000000098
254,40.497499999999945
255,23.24433333333339
256,12.189799999999831
257,11.13700000000008
258,4.887800000000152
259,4.397000000000025
260,10.56180000000013
261,-17.95024999999987
262,7.149599999999737
263,1.9540000000000872
264,-2.4662499999999454
265,7.160399999999754
266,-42.28740000000016
267,29.36160000000018
268,81.22340000000004
269,76.59859999999989
270,-24.445800000000055
271,-14.323999999999979
272,-80.08200000000011
273,-79.01619999999994
274,-83.27199999999985
275,-108.95440000000008
276,-170.13240000000025
277,-144.38279999999986
278,-104.65740000000014
279,-58.232600000000005
280,-100.64200000000001
281,-193.89540000000005
282,-353.1503333333333
283,-63.632400000000146
284,-79.25680000000003
285,-99.25099999999993
286,-90.11799999999978
287,-55.898949999999786
288,-35.30568000000003
289,-121.66283999999987
290,-106.68914000000004
291,-61.427260000000025
292,-42.48091999999997
293,-64.28903999999993
294,-97.21034000000009
295,-53.35067999999992
296,-45.06172000000006
297,-32.03023999999996
298,-54.096340000000055
299,-71.82150000000001
300,-58.12024000000001
301,-34.148059999999894
302,-84.00802000000003
303,-53.63855999999996
304,-14.313839999999981
305,
306,-39.54905999999992
307,-70.67135999999991
308,-57.72088000000004
309,-34.089900000000036
310,-36.65393999999996
311,-36.51749999999993
312,-27.99921999999997
313,-14.657349999999951
314,-21.31318000000001
315,-45.61738000000014
316,-35.767039999999994
317,-24.518850000000043
318,-27.681740000000083
319,-23.857540000000064
320,-36.78288000000002
321,-22.648299999999928
322,-18.142766666666677
323,-43.86497999999983
324,-61.92504000000008
325,-44.251339999999985
326,-29.423400000000036
327,-23.32428000000009
328,-36.98924000000015
329,-32.59662000000007
330,-22.633640000000014
331,-9.339920000000166
332,-17.324279999999817
333,-24.95002000000004
334,-23.890620000000034
335,-12.986279999999988
336,-31.222399999999954
337,-35.55029999999997
338,-10.160199999999985
339,
340,-8.585940000000027
341,-14.839239999999972
342,-22.850799999999982
343,-15.948320000000058
344,-7.1194000000000415
345,-14.180079999999998
346,-17.608359999999994
347,-1.6225599999999758
348,-13.95018
349,-22.684899999999924
350,-31.970780000000012
351,-23.82402000000002
352,-13.598649999999907
353,-13.2809400000001
354,-6.509059999999954
355,-10.049125000000004
356,-7.4922999999998865
357,-15.391400000000067
358,-20.673459999999977
359,-19.14952000000012
360,-21.245960000000103
361,-21.721439999999895
362,-18.309339999999974
363,-25.277499999999964
364,-9.648919999999999
365,-4.5345000000000555
366,-8.95532000000012
367,-11.819060000000082
368,-19.617879999999968
369,-19.66034999999988
370,-15.414040000000023
371,-10.914059999999973
372,-14.578440000000047
373,-8.443366666666558
374,-4.011220000000049
375,-14.101840000000085
376,-26.747980000000005
377,-21.679860000000097
378,-26.507180000000062
379,-12.146699999999964
380,-8.913339999999971
381,-16.340419999999995
382,-14.4628999999999
383,-15.424559999999929
384,-14.702439999999934
385,-13.116139999999906
386,3.803780000000097
387,-3.114680000000135
388,1.152520000000004
389,-0.5284399999999551
390,-0.7225999999997839
391,
392,4.8573200000000725
393,-8.595819999999913
394,-6.497040000000015
395,-19.01880000000001
396,-2.2305599999999686
397,0.008619999999882565
398,3.299699999999757
399,-20.791939999999975
400,-19.696940000000087
401,-2.843220000000019
402,7.088500000000022
403,8.615540000000056
404,10.810975000000212
405,4.588459999999941
406,7.63189999999995
407,14.945080000000235
408,4.290159999999742
409,-28.285819999999784
410,-23.366133333333437
411,-24.41105000000016
412,-13.877599999999983
413,-14.716120000000046
414,-12.089899999999943
415,-42.93734000000004
416,-19.32497999999996
417,-17.55366666666684
418,-6.245039999999972
419,-12.696699999999964
420,-13.617279999999937
421,-7.681433333333341
422,-0.034880000000066504
423,-3.6298799999999574
424,-18.709540000000015
425,-20.281320000000143
426,-18.05486000000001
427,-19.054719999999907
428,-43.35744999999997
429,-47.712200000000124
430,-41.790359999999964
431,-18.234899999999925
432,-6.964539999999943
433,-9.216140000000177
434,-19.753240000000098
435,-10.559739999999874
436,-14.836240000000089
437,-16.602720000000044
438,-10.023080000000027
439,-11.43779999999997
440,-2.7121800000000804
441,4.8703999999999725
442,9.124824999999987
443,
444,-3.0854599999998755
445,1.0382000000000517
446,2.871180000000004
447,2.7895799999999324
448,-0.2226999999999862
449,1.0578599999999825
450,-1.4809999999998582
451,-6.552300000000014
452,1.2997199999999793
453,3.4017200000001138
454,4.08787999999995
455,-1.3743200000000797
456,-1.350500000000011
457,-0.6694000000001324
458,2.156540000000041
459,2.428400000000056
460,7.467879999999968
461,
462,3.543920000000071
463,4.5392600000001035
464,20.589339999999993
465,2.7127600000000713
466,-2.6382800000000315
467,4.6314400000001115
468,-1.917659999999978
469,9.9998250000001
470,5.69993999999997
471,1.0727200000001176
472,-0.35913999999993396
473,7.527550000000247
474,-9.538799999999991
475,-20.458500000000004
476,-29.965339999999923
477,-33.90783999999994
478,-18.26552500000014
479,-14.757660000000033
480,-10.88760000000002
481,-21.98224
482,-19.84384
483,-16.722099999999955
484,-5.245619999999962
485,-8.252899999999954
486,-5.890839999999935
487,-16.97429999999995
488,-18.799379999999836
489,-12.43096000000005
490,-8.122760000000108
491,-4.912420000000111
492,1.1766999999999825
493,-3.1306600000000797
494,0.5373399999999492
495,-20.528200000000197
496,-7.320674999999824
497,-5.595119999999952
498,-7.493119999999999
499,-5.555120000000079
500,-3.6203199999999924
501,-2.198959999999988
502,-0.8450399999998808
503,-2.4902999999998428
504,3.577139999999963
505,5.954879999999866
506,9.653839999999946
507,8.852580000000126
508,9.24470000000008
509,4.521079999999893
510,7.658940000000075
511,5.057174999999802
512,
513,-31.83339999999989
514,-14.070999999999913
515,-1.0784000000002378
516,-7.606599999999981
517,-14.742479999999796
518,-11.983359999999994
519,-29.259000000000015
520,-29.729240000000026
521,-19.73811999999998
522,-14.288650000000075
523,-15.677139999999872
524,-38.48209999999999
525,-24.131174999999985
526,-16.92340000000013
527,-25.90091999999995
528,-41.448419999999984
529,-40.59274000000005
530,-29.238320000000023
531,-27.291359999999987
532,-30.929259999999886
533,-42.67659999999978
534,-25.860720000000036
535,10.09399999999987
536,-15.294800000000214
537,-33.40375999999996
538,-26.822479999999814
539,-28.462499999999817
540,-18.247880000000077
541,-13.771680000000014
542,-25.428060000000006
543,-23.587759999999797
544,-13.241179999999805
545,-13.578920000000107
546,-17.640700000000106
547,-14.167699999999968
548,-20.74120000000039
549,-4.894599999999992
550,-22.611219999999776
551,-13.448099999999977
552,-12.215619999999944
553,-4.0875400000000806
554,-3.42129999999961
555,-2.3537999999998647
556,3.5456999999998517
557,4.446719999999914
558,-0.44968000000008035
559,-1.4329800000001343
560,6.712549999999965
561,0.12438000000001921
562,-1.083879999999772
563,-13.084559999999874
564,-19.200340000000143
565,-13.180439999999908
566,-16.777033333333748
567,-32.61169999999993
568,-15.577679999999782
569,-25.585579999999936
570,-20.086059999999996
571,-26.52468000000008
572,-26.203999999999905
573,-29.34015999999974
574,-28.307649999999967
575,-9.394560000000093
576,-22.524739999999838
577,-21.091399999999886
578,-14.78854999999976
579,0.4813000000001921
580,-8.163780000000225
581,-8.035939999999936
582,-14.957140000000072
583,-8.672399999999834
584,-14.352174999999761
585,-28.655939999999827
586,-39.385459999999874
587,-17.295859999999994
588,-15.945620000000236
589,-20.46225999999988
590,-34.0277399999999
591,-42.85544000000009
592,-30.237020000000484
593,-26.583320000000093
594,-37.45565999999999
595,-19.922520000000258
596,-9.44463999999989
597,-3.995640000000094
598,-4.73030000000017
599,4.0728749999996126
600,1.2591000000002168
601,-4.531660000000011
602,-8.724819999999818
603,-3.1788800000000266
604,-1.306079999999929
605,-2.6688399999999093
606,1.414260000000104
607,-3.3941399999999704
608,2.783900000000176
609,8.748100000000159
610,6.3425799999999075
611,14.03173999999981
612,16.989439999999924
613,5.978450000000066
614,1.950380000000041
615,6.114979999999923
616,5.970359999999891
617,
618,-4.396300000000338
619,-5.116059999999925
620,-2.851380000000063
621,-4.758240000000114
622,-17.614780000000245
623,-23.889600000000154
624,-38.24771999999994
625,-10.612820000000283
626,-10.902599999999742
627,-1.5391200000001846
628,-4.5909599999999955
629,-3.783379999999852
630,-21.91260000000011
631,-16.013619999999992
632,-17.427259999999933
633,-25.251640000000133
634,-23.12022500000012
635,-15.658799999999975
636,-6.637540000000081
637,-36.65431999999983
638,-22.29323999999997
639,-24.71860000000015
640,-19.179659999999785
641,-17.84409999999989
642,-11.366160000000127
643,-6.02511999999997
644,-2.799479999999858
645,-5.8096799999999345
646,-4.656680000000051
647,-1.1414000000001578
648,0.6078199999999925
649,2.181325000000129
650,-0.26724000000012893
651,4.897839999999997
652,
653,1.5455400000000736
654,-4.446379999999953
655,0.2790999999999258
656,6.169419999999991
657,4.956039999999939
658,5.157559999999921
659,6.837419999999929
660,8.836439999999948
661,4.132259999999951
662,8.234840000000077
663,18.55536000000011
664,10.931680000000052
