week,future_return,volume,inventory,amount,BASIS,index_turnover_rate,short_balance_ratio,pli,t_spread,RSI,index_trading_volume,CCt+1
1,,10.97604672,8.185907481,10.97604672,59.268,0.44,5.33814E-06,0,2.0474,0,6.510793911,0
2,-0.056701102,13.4004859,10.34583089,13.4004859,31.716,0.658,9.94674E-06,0.2,2.0188,52.44235318,8.499682775,0
3,-0.028818771,13.47415622,10.79955517,13.47415622,34.6024,0.49,2.69912E-05,0.2,1.97462,18.35079143,8.218636201,0
4,-0.042738777,13.52736971,10.82013822,13.52736971,57.078,0.5,2.83177E-05,0.25,1.94245,17.03837027,7.993089807,0
5,-0.04836422,14.04926402,11.17938094,14.04926402,16.1712,0.468,5.55096E-05,0.6,1.8994,48.44184978,8.089973152,1
6,-0.030834541,14.22934719,11.29428426,14.22934719,27.07,0.448,8.59324E-05,0.4,1.78708,42.87809465,7.99287022,1
7,0.031421247,14.2930166,11.48022664,14.2930166,21.9526,0.492,8.58586E-05,0.6,1.75942,59.21534191,8.119764703,1
8,-0.034235325,14.42549132,11.63570046,14.42549132,16.796,0.36,0.000136009,0.4,1.73186,20.31090931,7.796847461,1
9,-0.006131743,14.13101741,11.65598631,14.13101741,13.7454,0.386,9.21566E-05,0.6,1.709771429,44.0126594,7.861854188,1
10,-0.003846047,13.03832503,10.77348301,13.03832503,20.9505,0.33,0.000104184,0,1.66765,0,6.808476234,1
11,0.01380012,14.10556556,11.72729463,14.10556556,15.1474,0.334,0.000159301,0.4,1.54944,73.46613412,7.687254453,1
12,-0.065454549,14.169575,11.9131502,14.169575,16.0316,0.33,0.000147226,0.2,1.47604,13.2600515,7.567805756,1
13,-0.010009815,14.35122877,11.93847421,14.35122877,0.709,0.346,0.000173712,0.6,1.41464,78.08441558,7.619616259,1
14,0.021684229,14.42075506,11.87675575,14.42075506,-4.8134,0.386,0.000174856,0.6,1.41404,29.9976051,7.761962075,0
15,0.0439133,14.42764886,11.91091604,14.42764886,2.0656,0.552,0.000135645,1,1.39864,100,8.156277841,0
16,0.032498998,14.23065203,11.97699905,14.23065203,-1.385,0.582,0.000134395,0.6,1.39542,73.20272417,8.182648696,0
17,0.014877797,14.3550968,12.00248046,14.3550968,3.0464,0.62,0.000103215,0.6,1.40828,47.81950874,8.272041733,0
18,-0.010608367,14.3664978,11.92189111,14.3664978,-0.3646,0.55,0.000103474,0.6,1.40002,30.14762651,8.17541249,0
19,0.032334935,14.24853441,12.01612206,14.24853441,16.9472,0.636,9.01408E-05,0.6,1.40158,52.98095958,8.373308964,0
20,-0.022350748,14.22378837,11.99731265,14.22378837,10.9398,0.442,0.000125046,0.6,1.42652,22.65917127,7.967002844,0
21,0.012314255,14.12493675,12.00452545,14.12493675,9.8324,0.59,7.8143E-05,0.4,1.38852,81.39642519,8.347348672,0
22,0.018951737,13.95993379,12.03686078,13.95993379,14.8042,0.65,7.98617E-05,0.6,1.42122,44.8122674,8.467174873,0
23,-0.017732717,14.02896411,11.93827816,14.02896411,10.224,0.56,7.28959E-05,0.6,1.456883333,18.30442181,8.313484553,0
24,-0.017244782,12.85890031,10.95795636,12.85890031,18.548,0.36,0.00013018,0.5,1.4578,39.8561676,6.930739115,0
25,0.013332493,13.35234907,11.56942866,13.35234907,11.6695,0.4725,9.39857E-05,0.5,1.4614,78.18771114,8.002018123,0
26,0.048106913,11.9968998,10.25678179,11.9968998,9.967,0.83,7.10771E-05,1,1.45565,100,7.20776357,0
27,0.055407014,14.01963274,11.9184839,14.01963274,13.1958,1.322,7.65221E-05,1,1.49084,100,9.268203537,0
28,0.059211801,14.33872018,12.12078705,14.33872018,58.7094,1.234,8.86071E-05,0.6,1.62144,59.08295349,9.217596979,0
29,0.026528711,14.14948683,12.20752659,14.14948683,91.4576,0.996,7.08142E-05,0.2,1.72546,80.20798666,9.079960579,0
30,0.002532898,14.11238178,12.23464067,14.11238178,54.566,1.078,6.54272E-05,0.6,1.8434,71.01082767,9.170397158,0
31,-0.003636657,13.94565246,12.2220887,13.94565246,38.6322,0.962,5.67972E-05,0.4,1.9122,17.80030411,9.163349388,0
32,-0.083806913,14.18808877,12.05915491,14.18808877,47.851,0.636,5.1845E-05,0.6,1.86202,23.64405563,8.743373726,0
33,-0.012833948,14.05357898,11.86407517,14.05357898,14.7806,0.544,7.59039E-05,0.4,1.76058,63.4954488,8.594979818,0
34,-0.005961907,13.79350623,11.8484544,13.79350623,15.4652,0.428,0.00011565,0.4,1.41406,36.07419562,8.389348456,0
35,0.00064318,13.82136439,11.94357737,13.82136439,8.1332,0.414,0.000101629,0.6,1.32376,41.16818299,8.328149089,0
36,0.03211897,13.67267083,12.01840482,13.67267083,29.419,0.488,7.80715E-05,0.4,1.09612,78.63390203,8.510710222,0
37,-0.012951607,13.91704045,11.93342367,13.91704045,35.1238,0.47,8.13544E-05,0.2,0.88026,67.96909101,8.467397722,0
38,-0.04009873,13.88604264,12.02532385,13.88604264,27.2742,0.396,8.85092E-05,0.6,0.8584,32.00494688,8.283150459,0
39,0.023430794,13.55817533,11.70247087,13.55817533,7.79725,0.5325,7.40517E-05,0.5,1.0459,69.48527544,8.414766147,0
40,-0.01542952,13.84566239,12.05094983,13.84566239,10.2816,0.394,0.000154002,0.4,1.30192,31.98823507,8.222322677,0
41,-0.047174612,13.99924362,12.10141188,13.99924362,2.6764,0.414,0.000119132,0.6,1.24744,25.07212217,8.228112808,0
42,0.003688364,13.97210995,12.06851602,13.97210995,11.8164,0.418,0.000184325,0.6,1.1269,59.34089204,8.189638673,0
43,0.027587866,12.52705409,11.10806517,12.52705409,5.7045,0.4,0.00018512,1,1.12215,100,7.30588018,0
44,0.001339961,13.23321758,11.52843457,13.23321758,-1.956,0.463333333,0.000177417,0.666666667,1.1456,52.40347143,7.87897728,0
45,0.050716683,13.83467475,12.1234842,13.83467475,18.6952,0.664,0.000124788,0.4,1.1489,83.5455085,8.796987739,0
46,-0.011770964,13.89504237,12.08230486,13.89504237,12.364,0.528,0.000171785,0.8,1.0807,17.50602876,8.586868497,0
47,0.013653821,13.85156472,12.11646517,13.85156472,7.4132,0.582,0.00032939,0.6,1.12972,68.09820081,8.6750564,0
48,0.019721624,13.75539743,12.26665962,13.75539743,10.548,0.582,0.000444779,0.6,1.42134,33.19718618,8.745930668,0
49,-0.025479785,13.85612453,12.05965863,13.85612453,9.1878,0.522,0.000407877,0.6,1.33306,32.18933307,8.593607787,0
50,0.007539303,13.71704842,12.06403662,13.71704842,11.0716,0.456,0.000523468,0.6,1.21738,75.24394517,8.461122186,0
51,0.003565022,13.7250288,12.13599347,13.7250288,10.7506,0.554,0.000492652,0.2,1.193266667,73.52914932,8.609748671,0
52,0.018693718,13.10476137,11.61055114,13.10476137,2.985333333,0.593333333,0.000700951,1,1.201,100,8.197092605,0
53,0.007128108,13.70214139,12.1214076,13.70214139,7.4934,0.622,0.000577693,0.4,1.17192,62.76936806,8.664869817,0
54,-0.010277755,13.56331274,12.14687981,13.56331274,8.4566,0.516,0.000548154,0.4,1.18028,29.01684324,8.487725245,0
55,-0.029198976,13.5924795,12.26728063,13.5924795,17.6128,0.42,0.000772799,0.2,1.19608,47.25562503,8.276079133,0
56,-0.024573296,13.35012983,12.03076047,13.35012983,1.28175,0.385,0.000941773,0.25,1.16035,38.09730759,7.939775384,0
57,-0.006206886,13.66537464,12.1594631,13.66537464,-2.8322,0.306,0.001016056,0.6,1.1444,42.96017445,7.976547331,0
58,-0.000524313,13.574035,12.13675472,13.574035,7.459,0.286,0.001094735,0.6,1.00264,36.43765764,7.903341362,0
59,-0.039156758,13.61932899,12.21688894,13.61932899,10.753,0.284,0.001046985,0.2,0.90234,7.433683089,7.896991593,0
60,-0.007691627,13.56984784,12.26031459,13.56984784,3.5022,0.256,0.00130525,0.6,0.90996,48.31724984,7.780499475,0
61,-0.002368787,13.42357846,11.97502292,13.42357846,-4.78375,0.2775,0.001267603,0.75,0.887325,15.96269154,7.636781056,0
62,-0.011385066,13.63993619,12.20320855,13.63993619,-0.1522,0.29,0.001454738,0.2,0.68412,60.47090928,7.887328744,0
63,-0.002163251,13.74031168,12.10819517,13.74031168,1.31,0.324,0.00168932,0.6,0.37548,85.18139271,8.003336311,0
64,0.033312082,13.78463064,12.1144671,13.78463064,1.8744,0.384,0.001428534,0.8,0.46642,27.74445893,8.182005729,0
65,0.026494199,13.73242999,12.14332984,13.73242999,4.029,0.436,0.001299087,0.6,0.62644,71.98801665,8.339295435,0
66,-0.003727463,13.67613124,12.11750369,13.67613124,2.0416,0.364,0.001270041,0.8,0.62212,25.2338062,8.191820328,0
67,-0.003004922,13.49946468,12.19441496,13.49946468,9.6368,0.31,0.001486736,0.2,0.51084,33.65609603,8.043098003,0
68,-0.037384703,13.52754178,12.16261176,13.52754178,3.4424,0.326,0.001499177,0.4,0.43852,27.17674338,8.009223486,0
69,-0.00982256,13.51566953,12.11337605,13.51566953,4.78,0.25,0.001678844,0.4,0.51246,16.23756283,7.786585028,0
70,-0.041921064,13.97718628,12.0180911,13.97718628,1.1408,0.408,0.00128287,0.8,0.53044,16.4399816,8.201498401,1
71,0.010855705,13.70031854,11.99662241,13.70031854,-4.919,0.3,0.001769873,0.2,0.48128,60.67693932,7.842742144,0
72,-0.006488024,13.91414158,12.06942211,13.91414158,2.4682,0.28,0.001989591,0.4,0.45466,82.53898462,7.808014185,1
73,-0.003930053,13.9580365,12.08635962,13.9580365,-1.8628,0.226,0.002472852,0.2,0.32356,16.43844559,7.616721673,1
74,-0.028372525,13.88906766,12.22924703,13.88906766,4.118,0.188,0.002705087,0.2,0.247,67.27525973,7.429170633,1
75,-0.009098182,13.75017278,11.94351236,13.75017278,0.74275,0.185,0.00290203,0.5,0.277375,33.74691241,7.132042176,1
76,-0.011646954,13.98758226,12.1638747,13.98758226,-0.8184,0.254,0.002679747,0.4,0.2536,46.82869311,7.649111503,1
77,-0.033188186,14.02911516,12.1810471,14.02911516,4.3752,0.226,0.002514675,0.2,0.33836,48.37458002,7.517944674,1
78,0.001317059,14.08599484,12.28295961,14.08599484,-0.4434,0.302,0.002769713,0.4,0.51742,81.29420613,7.750791213,1
79,-0.013776742,14.03375493,12.2147598,14.03375493,3.71,0.224,0.003580554,0.2,0.65616,24.87650531,7.485328856,1
80,0.026852799,14.14727387,12.28156965,14.14727387,3.9518,0.376,0.003078436,1,0.65974,100,7.977402089,0
81,0.032546152,14.09335515,12.30144646,14.09335515,6.9444,0.402,0.002702634,0.8,0.696,55.51553793,8.095357819,1
82,-0.002767388,13.93902735,12.36411859,13.93902735,5.9996,0.288,0.002932582,0.2,1.01122,50.81925461,7.760590636,0
83,-0.012571173,13.87322176,12.28481913,13.87322176,7.2594,0.278,0.002764757,0.2,1.10142,60.57310301,7.778504564,1
84,-0.036855548,13.82720788,12.28399619,13.82720788,4.0678,0.176,0.004197805,0.4,0.99104,21.39459498,7.335796941,1
85,-0.00925517,14.00091154,12.27397426,14.00091154,3.6932,0.244,0.003964598,0.6,0.99156,37.19365903,7.63002913,1
86,-0.017916172,14.02916039,12.39515877,14.02916039,7.9968,0.168,0.006904503,0.2,0.9437,41.97201748,7.213886122,1
87,-0.043895716,14.0711879,12.51090309,14.0711879,12.7566,0.196,0.006602693,0.2,0.9483,54.81769929,7.28464943,1
88,-0.019373007,14.37179394,12.43403258,14.37179394,11.7434,0.216,0.006659802,0.4,0.91568,37.08683991,7.354694969,1
89,-0.016493046,14.21369657,12.47497702,14.21369657,12.0064,0.196,0.00859053,0.6,0.841566667,33.3956831,7.243370005,1
90,-0.015155382,13.65829051,12.02381909,13.65829051,9.487,0.236666667,0.008686006,0.333333333,0.7979,29.07484482,6.920543164,1
91,0.055065579,14.43646439,12.50756516,14.43646439,11.944,0.366,0.006027052,0.4,0.79188,81.6007663,7.93529754,0
92,0.011807325,14.59946142,12.52168963,14.59946142,16.825,0.342,0.006610904,0.6,0.726616667,60.10757433,7.936106035,0
93,0.007800187,14.37915764,12.47833012,14.37915764,6.9796,0.256,0.008858518,0.6,0.71504,40.60548685,7.653736816,0
94,0.015117918,14.49673545,12.49660191,14.49673545,3.2866,0.334,0.006807921,0.6,0.77918,51.17194368,7.911258034,0
95,0.010541074,14.51903719,12.42688548,14.51903719,5.229,0.312,0.006408014,0.4,0.62024,63.06290365,7.840128,0
96,0.021679378,14.39187445,12.45266316,14.39187445,5.2984,0.426,0.005585663,1,0.6418,100,8.136225555,0
97,0.025103247,14.34173146,12.58253453,14.34173146,8.9884,0.436,0.005899518,0.6,0.62738,58.28844832,8.194958321,0
98,-0.007071536,14.28877013,12.57889748,14.28877013,6.1504,0.384,0.005721004,0.4,0.65054,54.44605313,8.124123936,0
99,-0.003319266,14.41178279,12.59272863,14.41178279,4.8306,0.456,0.004810031,0.4,0.71926,47.91014578,8.299964612,0
100,-0.013696122,14.28735936,12.62746359,14.28735936,11.1324,0.33,0.005762393,0.4,0.7338,15.50862816,7.998573943,0
101,-0.035275479,14.09456023,12.72109744,14.09456023,13.7388,0.254,0.00719696,0.4,0.730728571,16.01520878,7.725488966,0
102,0.002849844,13.42425008,11.70589018,13.42425008,-0.331,0.305,0.008442946,1,0.74885,100,6.958999572,0
103,0.009320499,14.51059237,12.56499107,14.51059237,2.388,0.29,0.008818382,0.8,0.76366,46.35195931,7.813203442,0
104,0.021888507,14.35390855,12.63317204,14.35390855,8.014,0.31,0.007932888,0.4,0.75754,75.84593048,7.862046749,0
105,0.01165859,14.32785682,12.65313385,14.32785682,7.2924,0.376,0.00661434,0.4,0.76435,59.39138389,8.059835662,0
106,0.027565679,13.67095057,12.22138974,13.67095057,2.638666667,0.426666667,0.006965116,1,0.7544,100,7.776547612,0
107,-0.009184141,14.26532041,12.81694087,14.26532041,-0.7878,0.352,0.006861503,0.2,0.77682,8.587223171,8.09983666,0
108,-0.032045405,14.36045641,12.68582238,14.36045641,-8.5346,0.288,0.007824513,0.4,1.08654,37.21984455,7.846519578,0
109,-0.002071194,14.38033447,12.63238559,14.38033447,-14.7976,0.262,0.009489398,0.4,1.1193,59.61126717,7.773758526,0
110,0.016496327,14.34507884,12.66520174,14.34507884,-6.3682,0.338,0.008066083,0.6,1.20998,73.6095394,7.998966917,0
111,-0.034639184,14.40856996,12.68485946,14.40856996,-9.6364,0.254,0.009619906,0,1.22078,0,7.762923515,0
112,0.00532706,14.50020915,12.61314979,14.50020915,-9.2308,0.258,0.009941737,0.6,1.263,58.80914826,7.741537933,0
113,-0.001854964,14.10032026,12.44358053,14.10032026,-3.60725,0.2075,0.010244912,0.25,1.3126,36.38123151,7.313580322,0
114,-0.035637652,14.2911458,12.81872264,14.2911458,9.1662,0.214,0.010835743,0.2,1.1837,62.40847349,7.513354575,0
115,0.002859605,14.53866595,12.89013367,14.53866595,5.0276,0.246,0.010753626,0.6,1.11554,46.17630135,7.700937822,0
116,-0.011553465,14.60298971,12.96017616,14.60298971,7.4544,0.268,0.011261391,0.6,1.11522,30.76357422,7.783828001,0
117,-0.005414537,14.60347371,12.97612068,14.60347371,13.7112,0.252,0.011701761,0.6,1.1395,17.59711473,7.663139898,0
118,-0.020658137,14.40387761,12.94275334,14.40387761,14.7396,0.184,0.014119868,0.4,1.08372,22.89676,7.342345438,0
119,-0.004745148,14.2985612,13.02541626,14.2985612,19.923,0.19,0.015787111,0.4,1.01306,62.59980717,7.334590413,0
120,0.015285938,14.32692001,12.9819098,14.32692001,4.374,0.23,0.010932818,0.8,0.90784,54.80668312,7.646769307,0
121,-0.020291845,14.36334117,13.01499195,14.36334117,16.5784,0.204,0.012809778,0.2,0.85944,18.2094897,7.465620965,0
122,-0.016189409,14.40277431,13.01597567,14.40277431,15.7694,0.19,0.012513503,0.4,0.73096,33.03890916,7.37936387,0
123,-0.035226557,14.42587649,13.06447576,14.42587649,13.9466,0.2,0.014452434,0.2,0.80832,33.5084206,7.315344796,0
124,0.006266479,14.68774699,13.0210812,14.68774699,13.9894,0.284,0.013530564,0.6,0.86652,76.71373934,7.65035431,0
125,0.033600137,14.86465525,13.04823664,14.86465525,9.794,0.322,0.009839487,0.6,0.87724,38.90045674,7.810312131,0
126,-0.037666198,14.77687064,13.05125183,14.77687064,11.3612,0.24,0.013531704,0.4,0.86952,13.94615539,7.48974741,0
127,0.001874582,14.96325867,12.95214903,14.96325867,11.5232,0.248,0.016402073,0.6,0.765216667,73.0738458,7.538212895,0
128,0.029525034,14.89066041,12.99344533,14.89066041,5.5216,0.252,0.01516094,0.6,0.79982,45.57249116,7.54696884,0
129,0.005095662,14.88347256,13.04551689,14.88347256,9.1262,0.218,0.01806235,0.6,0.81802,67.41738426,7.442891003,0
130,-0.004420507,14.68215338,13.07702076,14.68215338,11.2412,0.236,0.01707934,0.2,0.7271,28.03039033,7.406334217,0
131,-0.017351667,14.70834923,13.07022762,14.70834923,4.5572,0.23,0.019175282,0.8,0.75312,59.53060471,7.414428293,0
132,0.001882362,14.83429687,13.07439927,14.83429687,2.296,0.214,0.020516603,0,0.71632,0,7.33432935,0
133,-0.028035805,14.82183612,13.04452723,14.82183612,1.3078,0.184,0.026769942,0.4,0.70338,27.52721617,7.180435383,0
134,-0.012111221,14.87946791,13.00744399,14.87946791,5.3232,0.158,0.029337566,0.4,0.69824,69.50624317,7.128511984,0
135,-0.017310218,14.66049517,13.08599188,14.66049517,6.653,0.184,0.033316647,0.2,0.69094,55.47588759,7.133870411,0
136,0.016596436,15.04276581,13.11287652,15.04276581,5.048,0.34,0.025748172,0.6,0.70796,72.98416178,7.794699586,0
137,0.044860042,15.0617641,13.05757096,15.0617641,5.8374,0.386,0.023598508,0.6,0.71662,72.20060698,7.923970981,0
138,0.043855638,15.19803457,13.12571974,15.19803457,14.8906,0.45,0.019640542,0.8,0.74298,36.09535327,8.174314074,0
139,0.027595479,15.02442553,13.17445475,15.02442553,11.8652,0.432,0.018956804,0.8,0.70774,69.91430485,8.154175316,0
140,0.032613154,14.02796276,12.30210529,14.02796276,11.9195,0.54,0.019190576,1,0.742075,100,7.47719692,0
141,-0.004094188,15.11933729,13.21296978,15.11933729,4.992,0.432,0.019510771,0.6,0.78572,16.19848564,8.210219561,0
142,0.025568842,15.22182492,13.22621696,15.22182492,10.866,0.52,0.016996017,0.6,0.83712,70.60885458,8.395987806,0
143,0.004360058,15.16952808,13.14953876,15.16952808,8.0238,0.518,0.019907205,0.4,0.85406,43.94392366,8.367773967,0
144,0.034806613,15.13027132,13.18355255,15.13027132,4.7908,0.588,0.020470972,0.8,0.87714,95.95342792,8.542656239,0
145,0.030875583,15.11018868,13.34882302,15.11018868,13.1716,0.588,0.019963366,0.8,0.94916,40.98512067,8.550035916,0
146,-0.037594167,14.97028419,13.34505082,14.97028419,9.507,0.462,0.016131269,0.2,0.87434,26.17168589,8.310454344,0
147,-0.021010795,15.25768442,13.15337743,15.25768442,-1.439,0.418,0.015696816,0.6,0.82402,64.50314352,8.232647529,0
148,-0.00481995,15.33551598,13.16885567,15.33551598,-1.186,0.532,0.013509491,0.4,0.829,48.50437832,8.432819786,0
149,-0.023464764,15.37633138,13.11371811,15.37633138,-2.5638,0.362,0.019520063,0.4,0.84234,18.95553527,8.048213038,0
150,0.012220111,15.2436599,13.16010415,15.2436599,4.468,0.39,0.020847816,0.8,0.88596,43.64859517,8.124123936,0
151,-0.010462973,15.18978826,13.17325229,15.18978826,-1.3724,0.376,0.020856955,0.2,0.94572,20.48,8.06697964,0
152,-0.024853294,14.73099657,12.6357034,14.73099657,1.491666667,0.293333333,0.021622873,0,0.90605,0,7.299486508,0
153,-0.006966197,15.11126158,13.19101032,15.11126158,-5.4852,0.276,0.025300744,0.2,0.93106,63.9873004,7.806403289,0
154,-0.001862635,15.27019858,13.17468634,15.27019858,-3.3922,0.308,0.027903452,0.6,0.90554,71.23759052,7.89231382,0
155,0.002978553,15.19958947,13.1766792,15.19958947,-3.5002,0.348,0.020748109,0.2,0.729085714,58.16924819,7.982877149,0
156,-0.004730976,14.23017786,12.23174039,14.23017786,-8.2755,0.325,0.024371146,1,0.7199,100,7.007301927,0
157,0.025985064,15.19522004,13.26839432,15.19522004,-5.6298,0.332,0.021211488,0.8,0.71748,51.18427902,7.995161682,0
158,-0.005665108,15.23515217,13.32068131,15.23515217,-21.5976,0.358,0.020588924,0.6,0.6864,58.07939655,8.068741247,0
159,0.030282072,15.15253668,13.34501081,15.15253668,-13.6742,0.444,0.01584655,0.8,0.64376,22.28817537,8.274642535,0
160,0.008057491,15.05529249,13.37903454,15.05529249,-13.6512,0.42,0.016642696,0.4,0.62758,65.08038792,8.222451592,0
161,-0.025940423,14.94067162,13.39215232,14.94067162,-3.2466,0.336,0.019098407,0,0.491614286,0,7.970149542,0
162,-0.062973227,13.96883404,12.41883449,13.96883404,-18.754,0.37,0.019081882,0.5,0.3348,16.65792573,7.071310172,0
163,-0.013108644,15.15149798,13.2457414,15.15149798,-13.9618,0.31,0.021777276,0.2,-0.0501,34.2849914,7.860979495,0
164,-0.101350911,15.55504296,13.06740443,15.55504296,-42.1004,0.492,0.016865977,0.4,-0.21076,28.68509868,8.175133776,0
